key,tourn,round,player.id,match.id,seed,seeded,name,Sets.Played,Tie.Breaks.Played,Total.Games,Winners,Return.Games.Won,Server.Points.Won,Total.Points,First.Serves.In,Total.Aces,Total.Double.Faults,First.Serve.Pts.Won,Pct.1stt.Serve.In,Unforced.Errors,Winning.Pct.on.1st.Serve,Winning.Pct.on.2nd.Serve,Receiving.Points.Won,Break.Point.Conversions,Net.Approaches,Total.Points.Won,Fastest.Serve.Speed,Average.1st.Serve.Speed,Average.2nd.Serve.Speed,W.UE,RPW.TPW,W.minus.Aces,SPW.TPW,match.type,year,won
2160.US.2012,US,1,313131,2160,0,Not Seeded,Urszula Radwanska,2,0,14,1,1,13,32,21,1,3,11,53,3,52,11,33,20,NA,32,NA,NA,NA,0.333333333,1.03125,0,0.40625,2,1,0
2133.US.2012,US,1,313169,2133,0,Not Seeded,Irina-Camelia Begu,2,0,16,19,4,37,65,36,1,0,27,69,19,75,63,51,44,83,65,113,104,83,1,0.784615385,18,0.569230769,2,1,1
2123.US.2012,US,1,313215,2123,0,Not Seeded,Alexandra Cadantu,2,0,15,0,1,19,32,35,0,3,16,78,3,46,30,31,100,NA,32,NA,NA,NA,0,0.96875,0,0.59375,2,0,0
2143.US.2012,US,1,313349,2143,0,Not Seeded,Arantxa Rus,2,0,16,0,0,25,41,35,0,5,22,70,5,63,20,30,0,NA,41,NA,NA,NA,0,0.731707317,0,0.609756098,2,1,0
2105.US.2012,US,1,313381,2105,18,Seeded,Julia Goerges,2,1,20,3,0,35,66,37,3,4,25,62,4,68,43,35,0,NA,66,NA,NA,NA,0.75,0.53030303,0,0.53030303,2,1,0
2133.US.2012,US,1,313402,2133,8,Seeded,Caroline Wozniacki,2,0,16,4,0,26,41,40,1,1,20,74,22,50,43,29,0,75,41,110,98,75,0.181818182,0.707317073,3,0.634146341,2,1,0
2163.US.2012,US,1,313537,2163,0,Not Seeded,Ksenia Pervak,2,0,15,0,2,25,43,34,0,1,19,79,1,56,67,36,50,NA,43,NA,NA,NA,0,0.837209302,0,0.581395349,2,0,0
2116.US.2012,US,1,313711,2116,0,Not Seeded,Petra Martic,2,0,14,7,0,21,25,37,3,2,18,71,25,49,20,12,0,50,25,116,99,85,0.28,0.48,4,0.84,2,1,0
2128.US.2012,US,1,313796,2128,17,Seeded,Anastasia Pavlyuchenkova,2,1,23,24,4,51,84,41,2,5,30,50,24,73,51,42,57,57,84,107,92,83,1,0.5,22,0.607142857,2,1,1
2106.US.2012,US,1,313803,2106,0,Not Seeded,Olivia Rogowska,3,0,26,1,4,52,95,65,1,6,38,65,6,58,40,43,29,NA,95,NA,NA,NA,0.166666667,0.452631579,0,0.547368421,2,1,0
2151.US.2012,US,1,313907,2151,0,Not Seeded,Johanna Konta,2,0,20,1,6,33,79,33,1,3,22,59,3,67,48,49,35,NA,79,NA,NA,NA,0.333333333,0.620253165,0,0.417721519,2,1,1
2124.US.2012,US,1,313963,2124,0,Not Seeded,Melanie Oudin,2,0,16,5,0,24,41,35,1,2,18,66,27,51,33,32,0,100,41,95,91,78,0.185185185,0.780487805,4,0.585365854,2,1,0
2132.US.2012,US,1,313968,2132,0,Not Seeded,Polona Hercog,2,1,20,16,1,40,60,48,4,2,28,67,25,58,50,29,25,50,60,112,101,83,0.64,0.483333333,12,0.666666667,2,0,0
2105.US.2012,US,1,313975,2105,0,Not Seeded,Kristyna Pliskova,2,1,20,5,4,54,79,56,5,4,37,66,4,66,59,39,40,NA,79,NA,NA,NA,1.25,0.493670886,0,0.683544304,2,1,1
2155.US.2012,US,1,314192,2155,0,Not Seeded,Nastassja Burnett,2,0,15,2,0,23,33,30,2,3,17,63,3,57,33,22,0,NA,33,NA,NA,NA,0.666666667,0.666666667,0,0.696969697,2,0,0
2132.US.2012,US,1,314206,2132,5,Seeded,Petra Kvitova,2,1,20,22,3,47,79,45,2,3,34,67,26,76,59,43,38,63,79,110,96,84,0.846153846,0.544303797,20,0.594936709,2,1,1
2122.US.2012,US,1,314320,2122,0,Not Seeded,Simona Halep,2,1,25,2,5,50,89,48,2,6,37,53,6,77,31,44,38,NA,89,NA,NA,NA,0.333333333,0.494382022,0,0.561797753,2,1,1
2158.US.2012,US,1,314369,2158,0,Not Seeded,Bojana Jovanovski,3,0,30,0,5,67,117,64,0,9,39,56,9,61,55,42,31,NA,117,NA,NA,NA,0,0.358974359,0,0.572649573,2,1,1
2148.US.2012,US,1,314464,2148,0,Not Seeded,Coco Vandeweghe,2,0,14,9,1,12,24,17,2,6,8,45,22,47,19,33,100,67,24,119,109,87,0.409090909,1.375,7,0.5,2,0,0
2154.US.2012,US,1,314545,2154,0,Not Seeded,Irina Falconi,3,2,35,19,8,60,115,83,5,5,46,67,39,55,34,45,80,67,115,104,90,79,0.487179487,0.391304348,14,0.52173913,2,1,0
2153.US.2012,US,1,314584,2153,0,Not Seeded,Kiki Bertens,3,0,29,29,6,64,101,59,9,4,39,52,49,66,46,44,86,68,101,108,94,79,0.591836735,0.435643564,20,0.633663366,2,1,1
2119.US.2012,US,1,314596,2119,0,Not Seeded,Mallory Burdette,2,0,19,1,4,44,68,49,1,3,32,67,3,65,50,43,67,NA,68,NA,NA,NA,0.333333333,0.632352941,0,0.647058824,2,1,1
2135.US.2012,US,1,314610,2135,0,Not Seeded,Camila Giorgi,2,0,19,1,2,35,54,43,1,7,24,61,7,56,41,35,33,NA,54,NA,NA,NA,0.142857143,0.648148148,0,0.648148148,2,1,0
2153.US.2012,US,1,314917,2153,21,Seeded,Christina McHale,3,0,29,14,5,43,92,43,1,4,27,54,27,63,43,42,31,36,92,112,94,79,0.518518519,0.456521739,13,0.467391304,2,1,0
2131.US.2012,US,1,315279,2131,0,Not Seeded,Nicole Gibbs,2,0,21,0,5,27,57,40,0,3,16,61,3,40,42,45,45,NA,57,NA,NA,NA,0,0.789473684,0,0.473684211,2,0,0
2110.US.2012,US,1,315295,2110,0,Not Seeded,Lesia Tsurenko,2,0,17,0,3,20,41,43,0,1,19,74,1,44,7,41,43,NA,41,NA,NA,NA,0,1,0,0.487804878,2,1,0
2162.US.2012,US,1,315296,2162,0,Not Seeded,Lara Arruabarrena-Vecino,2,1,23,0,5,45,77,41,0,3,29,53,3,71,43,42,83,NA,77,NA,NA,NA,0,0.545454545,0,0.584415584,2,1,1
2158.US.2012,US,1,315365,2158,0,Not Seeded,Mona Barthel,3,0,30,4,3,63,111,62,4,6,43,55,6,69,39,39,19,NA,111,NA,NA,NA,0.666666667,0.351351351,0,0.567567568,2,1,0
2127.US.2012,US,1,315616,2127,0,Not Seeded,Kristina Mladenovic,2,0,22,10,4,43,69,33,10,2,23,49,2,70,59,38,44,NA,69,NA,NA,NA,5,0.550724638,0,0.623188406,2,1,1
2137.US.2012,US,1,315683,2137,0,Not Seeded,Sloane Stephens,2,0,19,15,4,39,72,42,2,2,27,66,23,64,55,46,36,79,72,123,105,80,0.652173913,0.638888889,13,0.541666667,2,1,1
2156.US.2012,US,1,316239,2156,0,Not Seeded,Garbine Muguruza,3,1,29,36,4,41,78,49,2,6,27,56,63,55,36,42,44,71,78,109,99,85,0.571428571,0.538461538,34,0.525641026,2,0,0
2111.US.2012,US,1,316629,2111,0,Not Seeded,Laura Robson,2,1,22,2,3,54,84,42,2,3,28,48,3,67,58,39,33,NA,84,NA,NA,NA,0.666666667,0.464285714,0,0.642857143,2,1,1
2140.US.2012,US,1,316738,2140,0,Not Seeded,Elina Svitolina,2,0,17,7,0,30,40,27,2,6,18,45,21,67,36,21,0,0,40,109,96,75,0.333333333,0.525,5,0.75,2,0,0
2109.US.2012,US,1,316981,2109,0,Not Seeded,Heather Watson,2,0,17,10,1,26,44,39,4,3,19,68,18,49,39,35,25,57,44,108,97,85,0.555555556,0.795454545,6,0.590909091,2,1,0
2151.US.2012,US,1,317070,2151,0,Not Seeded,Timea Babos,2,0,20,0,3,41,64,48,0,6,27,55,6,56,36,39,43,NA,64,NA,NA,NA,0,0.609375,0,0.640625,2,1,0
2112.US.2012,US,1,317901,2112,0,Not Seeded,Victoria Duval,2,0,16,1,1,23,32,36,0,6,21,69,18,58,13,24,100,40,32,96,90,82,0.055555556,0.75,1,0.71875,2,0,0
2111.US.2012,US,1,319220,2111,0,Not Seeded,Samantha Crawford,2,1,22,7,2,41,74,40,7,5,30,56,5,75,35,37,33,NA,74,NA,NA,NA,1.4,0.5,0,0.554054054,2,0,0
